ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Furnished_Status_encoded,Public_Transport_Accessibility_encoded,Parking_Space_encoded,Security_encoded,Availability_Status_encoded
124459,Karnataka,Bangalore,Locality_315,Apartment,5,1231,116.49,0.09,2004,Unfurnished,7,8,21,4,3,High,No,No,"Gym, Pool, Playground",North,Builder,Under_Construction,0.0,1.0,0,0,1
124534,Karnataka,Bangalore,Locality_285,Independent House,1,3834,187.32,0.05,2022,Furnished,4,25,3,9,2,Medium,Yes,No,"Clubhouse, Gym, Pool, Playground",North,Builder,Ready_to_Move,1.0,0.5,1,0,0
124660,Karnataka,Bangalore,Locality_335,Independent House,4,607,493.18,0.81,2003,Semi-furnished,25,8,22,7,8,Low,Yes,No,"Garden, Pool, Clubhouse, Playground, Gym",South,Builder,Ready_to_Move,0.5,0.0,1,0,0
124714,Karnataka,Bangalore,Locality_259,Apartment,2,1958,434.85,0.22,2019,Semi-furnished,16,11,6,2,4,Low,Yes,No,"Pool, Playground, Clubhouse, Garden, Gym",East,Builder,Under_Construction,0.5,0.0,1,0,1
124717,Karnataka,Bangalore,Locality_145,Independent House,5,4661,327.48,0.07,2012,Furnished,28,22,13,4,1,Medium,No,Yes,"Pool, Playground",North,Broker,Ready_to_Move,1.0,0.5,0,1,0
124776,Karnataka,Bangalore,Locality_153,Villa,3,2632,340.14,0.13,2002,Semi-furnished,29,13,23,3,3,Medium,No,Yes,"Garden, Pool, Gym, Playground, Clubhouse",West,Broker,Ready_to_Move,0.5,0.5,0,1,0
124786,Karnataka,Bangalore,Locality_223,Independent House,2,1551,157.73,0.1,1990,Unfurnished,2,6,35,10,3,Low,Yes,Yes,"Clubhouse, Pool, Playground, Garden",North,Broker,Ready_to_Move,0.0,0.0,1,1,0
124806,Karnataka,Bangalore,Locality_379,Villa,5,1875,296.47,0.16,1995,Semi-furnished,13,22,30,10,1,Low,Yes,No,Garden,East,Owner,Under_Construction,0.5,0.0,1,0,1
124827,Karnataka,Bangalore,Locality_367,Villa,2,4323,481.7,0.11,2001,Unfurnished,17,17,24,2,3,Medium,No,Yes,"Playground, Gym",West,Builder,Under_Construction,0.0,0.5,0,1,1
124970,Karnataka,Bangalore,Locality_336,Independent House,2,4728,413.64,0.09,2007,Furnished,22,25,18,1,6,Low,No,No,"Garden, Clubhouse",West,Broker,Ready_to_Move,1.0,0.0,0,0,0
125045,Karnataka,Bangalore,Locality_125,Apartment,5,4814,461.69,0.1,2004,Semi-furnished,17,10,21,2,2,Low,No,No,"Pool, Garden, Clubhouse, Gym",South,Builder,Ready_to_Move,0.5,0.0,0,0,0
125055,Karnataka,Bangalore,Locality_280,Apartment,3,1960,316.71,0.16,2001,Semi-furnished,12,22,24,3,9,Medium,Yes,No,"Pool, Gym",East,Owner,Under_Construction,0.5,0.5,1,0,1
125136,Karnataka,Bangalore,Locality_291,Villa,5,2942,389.36,0.13,1997,Unfurnished,25,4,28,2,8,Medium,No,Yes,"Garden, Playground, Pool, Gym",North,Owner,Ready_to_Move,0.0,0.5,0,1,0
125310,Karnataka,Bangalore,Locality_228,Apartment,1,1058,173.95,0.16,2013,Semi-furnished,3,29,12,4,8,Medium,Yes,Yes,"Clubhouse, Pool, Garden, Playground, Gym",West,Broker,Under_Construction,0.5,0.5,1,1,1
125372,Karnataka,Bangalore,Locality_436,Apartment,2,1962,315.08,0.16,1999,Unfurnished,30,29,26,9,10,Medium,No,No,"Clubhouse, Garden, Playground, Pool, Gym",East,Builder,Under_Construction,0.0,0.5,0,0,1
125388,Karnataka,Bangalore,Locality_249,Villa,1,2113,368.96,0.17,2015,Unfurnished,21,5,10,3,7,Low,No,Yes,"Playground, Clubhouse, Garden",East,Owner,Under_Construction,0.0,0.0,0,1,1
125401,Karnataka,Bangalore,Locality_296,Villa,3,4395,395.39,0.09,2016,Semi-furnished,2,17,9,9,3,Low,Yes,Yes,"Clubhouse, Playground, Pool",North,Owner,Ready_to_Move,0.5,0.0,1,1,0
125413,Karnataka,Bangalore,Locality_276,Apartment,3,3289,384.08,0.12,1994,Unfurnished,4,11,31,6,8,High,No,No,Garden,North,Owner,Under_Construction,0.0,1.0,0,0,1
125415,Karnataka,Bangalore,Locality_280,Apartment,2,2409,146.27,0.06,1996,Furnished,14,28,29,2,2,High,No,No,"Garden, Pool, Clubhouse, Playground",East,Broker,Ready_to_Move,1.0,1.0,0,0,0
125478,Karnataka,Bangalore,Locality_59,Apartment,2,4206,95.46,0.02,1997,Furnished,18,28,28,8,5,Medium,Yes,Yes,"Pool, Clubhouse, Gym, Garden",West,Owner,Under_Construction,1.0,0.5,1,1,1
125498,Karnataka,Bangalore,Locality_477,Apartment,4,2709,462.15,0.17,2012,Furnished,26,25,13,10,7,Low,No,No,"Gym, Playground, Pool, Garden, Clubhouse",North,Broker,Ready_to_Move,1.0,0.0,0,0,0
125521,Karnataka,Bangalore,Locality_304,Villa,3,3223,386.76,0.12,1993,Unfurnished,14,4,32,10,2,Low,No,No,"Gym, Pool, Garden",West,Builder,Under_Construction,0.0,0.0,0,0,1
125552,Karnataka,Bangalore,Locality_43,Apartment,4,4070,441.24,0.11,1990,Semi-furnished,0,28,35,5,6,Medium,No,No,"Garden, Pool",West,Builder,Ready_to_Move,0.5,0.5,0,0,0
125559,Karnataka,Bangalore,Locality_210,Independent House,1,3328,69.57,0.02,2002,Semi-furnished,23,24,23,3,7,High,Yes,Yes,"Playground, Pool, Garden",West,Builder,Ready_to_Move,0.5,1.0,1,1,0
125564,Karnataka,Bangalore,Locality_210,Independent House,4,1225,433.28,0.35,2013,Furnished,0,21,12,10,7,High,Yes,Yes,"Pool, Clubhouse, Playground, Garden, Gym",West,Broker,Under_Construction,1.0,1.0,1,1,1
125568,Karnataka,Bangalore,Locality_401,Independent House,3,994,109.88,0.11,2016,Furnished,24,28,9,7,4,Low,Yes,Yes,"Gym, Clubhouse",East,Owner,Under_Construction,1.0,0.0,1,1,1
125673,Karnataka,Bangalore,Locality_350,Independent House,2,1042,243.58,0.23,1999,Semi-furnished,17,13,26,3,2,Low,Yes,Yes,"Pool, Gym, Playground, Clubhouse",East,Broker,Under_Construction,0.5,0.0,1,1,1
125753,Karnataka,Bangalore,Locality_443,Independent House,4,554,221.36,0.4,2021,Semi-furnished,28,16,4,8,4,Medium,Yes,Yes,"Garden, Pool, Gym, Clubhouse",North,Broker,Under_Construction,0.5,0.5,1,1,1
125762,Karnataka,Bangalore,Locality_225,Apartment,1,4208,232.73,0.06,1998,Semi-furnished,14,7,27,2,7,Medium,Yes,Yes,"Garden, Gym, Playground",North,Owner,Ready_to_Move,0.5,0.5,1,1,0
125767,Karnataka,Bangalore,Locality_319,Apartment,5,3062,311.65,0.1,2008,Unfurnished,19,19,17,4,5,High,Yes,No,"Pool, Garden",East,Broker,Under_Construction,0.0,1.0,1,0,1
125861,Karnataka,Bangalore,Locality_479,Independent House,2,2330,385.98,0.17,2004,Unfurnished,24,11,21,5,4,Low,No,Yes,Gym,South,Builder,Under_Construction,0.0,0.0,0,1,1
125916,Karnataka,Bangalore,Locality_97,Villa,2,2090,188.42,0.09,2017,Furnished,0,3,8,6,4,Low,No,Yes,"Clubhouse, Garden, Gym, Playground",North,Builder,Ready_to_Move,1.0,0.0,0,1,0
125991,Karnataka,Bangalore,Locality_149,Apartment,1,3616,111.7,0.03,2009,Semi-furnished,23,4,16,7,9,High,Yes,No,"Pool, Playground, Clubhouse, Garden, Gym",South,Builder,Under_Construction,0.5,1.0,1,0,1
126082,Karnataka,Bangalore,Locality_160,Apartment,4,1714,288.12,0.17,2016,Furnished,19,24,9,9,2,Medium,No,No,"Playground, Pool, Garden, Clubhouse, Gym",East,Broker,Ready_to_Move,1.0,0.5,0,0,0
126133,Karnataka,Bangalore,Locality_217,Villa,3,4195,61.5,0.01,2008,Furnished,16,23,17,2,2,High,No,Yes,Pool,South,Broker,Under_Construction,1.0,1.0,0,1,1
126177,Karnataka,Bangalore,Locality_284,Independent House,3,1621,219.36,0.14,2019,Semi-furnished,28,17,6,9,5,High,Yes,Yes,"Pool, Clubhouse, Playground, Gym",North,Owner,Ready_to_Move,0.5,1.0,1,1,0
126265,Karnataka,Bangalore,Locality_239,Apartment,4,1843,275.74,0.15,2000,Furnished,9,22,25,5,9,High,Yes,Yes,"Garden, Clubhouse, Pool",North,Builder,Ready_to_Move,1.0,1.0,1,1,0
126308,Karnataka,Bangalore,Locality_415,Independent House,1,2439,459.05,0.19,2009,Semi-furnished,20,30,16,1,8,High,Yes,No,"Playground, Gym, Clubhouse",South,Builder,Ready_to_Move,0.5,1.0,1,0,0
126346,Karnataka,Bangalore,Locality_167,Apartment,2,3937,310.87,0.08,2023,Unfurnished,26,6,2,7,3,Low,Yes,No,"Playground, Gym, Pool, Garden, Clubhouse",East,Builder,Ready_to_Move,0.0,0.0,1,0,0
126350,Karnataka,Bangalore,Locality_102,Apartment,2,3602,367.08,0.1,1991,Furnished,11,23,34,2,7,High,No,Yes,"Garden, Playground, Pool, Gym, Clubhouse",South,Owner,Under_Construction,1.0,1.0,0,1,1
126361,Karnataka,Bangalore,Locality_372,Apartment,1,2471,345.37,0.14,1990,Unfurnished,3,24,35,10,3,Low,Yes,Yes,"Playground, Garden, Clubhouse",South,Builder,Ready_to_Move,0.0,0.0,1,1,0
126375,Karnataka,Bangalore,Locality_454,Independent House,4,2032,216.44,0.11,2009,Semi-furnished,0,29,16,5,6,Low,Yes,Yes,Playground,East,Broker,Ready_to_Move,0.5,0.0,1,1,0
126393,Karnataka,Bangalore,Locality_363,Independent House,1,3988,362.21,0.09,1997,Semi-furnished,15,7,28,6,6,Medium,No,No,"Clubhouse, Pool, Gym, Playground, Garden",South,Broker,Under_Construction,0.5,0.5,0,0,1
126437,Karnataka,Bangalore,Locality_470,Independent House,3,2092,401.65,0.19,2016,Unfurnished,8,4,9,2,4,Low,Yes,No,"Clubhouse, Garden, Gym, Playground",West,Owner,Under_Construction,0.0,0.0,1,0,1
126550,Karnataka,Bangalore,Locality_358,Villa,2,2501,183.06,0.07,2015,Furnished,13,16,10,4,1,Medium,No,Yes,"Garden, Gym, Playground, Pool",East,Builder,Ready_to_Move,1.0,0.5,0,1,0
126603,Karnataka,Bangalore,Locality_418,Independent House,4,2530,287.64,0.11,2002,Semi-furnished,10,7,23,5,7,High,Yes,Yes,"Clubhouse, Gym",North,Broker,Under_Construction,0.5,1.0,1,1,1
126624,Karnataka,Bangalore,Locality_129,Villa,3,4452,163.02,0.04,2014,Semi-furnished,3,21,11,6,6,Low,No,No,Clubhouse,East,Builder,Ready_to_Move,0.5,0.0,0,0,0
126647,Karnataka,Bangalore,Locality_114,Independent House,3,4942,458.22,0.09,2014,Furnished,21,1,11,4,5,Low,No,No,"Pool, Clubhouse, Gym, Garden, Playground",East,Builder,Ready_to_Move,1.0,0.0,0,0,0
126673,Karnataka,Bangalore,Locality_121,Villa,3,1290,211.35,0.16,2009,Unfurnished,21,13,16,9,5,Low,No,No,"Garden, Pool, Playground, Clubhouse, Gym",West,Broker,Under_Construction,0.0,0.0,0,0,1
126693,Karnataka,Bangalore,Locality_120,Villa,3,506,202.01,0.4,2000,Furnished,18,24,25,10,5,High,Yes,Yes,Pool,South,Builder,Ready_to_Move,1.0,1.0,1,1,0
126696,Karnataka,Bangalore,Locality_247,Apartment,4,1980,405.43,0.2,2005,Semi-furnished,5,27,20,5,2,High,No,No,"Garden, Playground",North,Builder,Under_Construction,0.5,1.0,0,0,1
126705,Karnataka,Bangalore,Locality_260,Independent House,5,4205,443.09,0.11,2002,Unfurnished,10,22,23,7,6,Low,Yes,Yes,"Clubhouse, Pool, Garden, Gym",South,Builder,Under_Construction,0.0,0.0,1,1,1
126735,Karnataka,Bangalore,Locality_344,Independent House,2,1070,404.05,0.38,2007,Unfurnished,17,15,18,4,9,Low,Yes,No,"Garden, Clubhouse, Gym, Pool, Playground",North,Owner,Ready_to_Move,0.0,0.0,1,0,0
126985,Karnataka,Bangalore,Locality_85,Independent House,1,2469,367.87,0.15,2013,Furnished,4,27,12,9,9,High,No,Yes,"Clubhouse, Gym, Playground",North,Broker,Under_Construction,1.0,1.0,0,1,1
127227,Karnataka,Bangalore,Locality_222,Villa,2,1161,138.84,0.12,2021,Semi-furnished,21,11,4,6,1,High,Yes,No,"Garden, Pool",East,Broker,Under_Construction,0.5,1.0,1,0,1
127368,Karnataka,Bangalore,Locality_423,Apartment,4,560,180.94,0.32,1996,Semi-furnished,9,23,29,6,2,Medium,Yes,No,"Playground, Clubhouse, Garden",East,Owner,Under_Construction,0.5,0.5,1,0,1
127435,Karnataka,Bangalore,Locality_7,Villa,3,4845,487.5,0.1,1994,Furnished,28,2,31,3,4,Low,Yes,Yes,"Gym, Pool, Garden, Clubhouse",West,Owner,Under_Construction,1.0,0.0,1,1,1
127442,Karnataka,Bangalore,Locality_73,Villa,2,2547,22.1,0.01,2005,Furnished,9,21,20,7,4,Low,No,No,"Clubhouse, Playground, Garden",East,Builder,Under_Construction,1.0,0.0,0,0,1
127509,Karnataka,Bangalore,Locality_304,Independent House,2,3105,223.46,0.07,1994,Unfurnished,16,6,31,1,1,Low,No,Yes,"Gym, Pool, Garden, Clubhouse, Playground",South,Owner,Under_Construction,0.0,0.0,0,1,1
127526,Karnataka,Bangalore,Locality_22,Independent House,2,4084,286.61,0.07,2019,Semi-furnished,14,13,6,6,2,High,No,Yes,"Gym, Pool, Garden, Playground, Clubhouse",West,Owner,Ready_to_Move,0.5,1.0,0,1,0
127572,Karnataka,Bangalore,Locality_500,Villa,3,3628,323.45,0.09,2013,Unfurnished,17,27,12,9,5,Medium,No,Yes,Gym,West,Broker,Ready_to_Move,0.0,0.5,0,1,0
127594,Karnataka,Bangalore,Locality_34,Apartment,1,3181,470.83,0.15,2002,Unfurnished,26,8,23,4,5,Medium,Yes,Yes,"Garden, Playground, Gym, Pool, Clubhouse",South,Owner,Ready_to_Move,0.0,0.5,1,1,0
127620,Karnataka,Bangalore,Locality_205,Apartment,4,781,241.92,0.31,2008,Semi-furnished,17,8,17,3,4,Low,No,No,Pool,South,Broker,Ready_to_Move,0.5,0.0,0,0,0
127651,Karnataka,Bangalore,Locality_107,Independent House,3,1983,31.45,0.02,1998,Semi-furnished,30,20,27,2,7,High,No,No,"Pool, Clubhouse, Garden, Playground, Gym",South,Owner,Ready_to_Move,0.5,1.0,0,0,0
127665,Karnataka,Bangalore,Locality_494,Villa,3,1292,32.87,0.03,2012,Furnished,27,23,13,1,1,Low,No,No,Playground,North,Builder,Ready_to_Move,1.0,0.0,0,0,0
127668,Karnataka,Bangalore,Locality_61,Independent House,5,4161,377.59,0.09,2011,Semi-furnished,30,15,14,3,9,Low,Yes,No,"Pool, Garden, Playground",North,Owner,Under_Construction,0.5,0.0,1,0,1
127699,Karnataka,Bangalore,Locality_278,Apartment,3,4395,156.45,0.04,2023,Unfurnished,2,12,2,6,4,Medium,No,No,"Garden, Playground, Clubhouse",East,Broker,Under_Construction,0.0,0.5,0,0,1
127706,Karnataka,Bangalore,Locality_67,Independent House,5,1123,36.67,0.03,2011,Semi-furnished,9,2,14,6,4,High,No,No,Playground,South,Owner,Ready_to_Move,0.5,1.0,0,0,0
127751,Karnataka,Bangalore,Locality_9,Villa,5,4255,100.64,0.02,2019,Semi-furnished,17,14,6,10,4,Low,No,Yes,"Clubhouse, Garden",South,Owner,Ready_to_Move,0.5,0.0,0,1,0
127787,Karnataka,Bangalore,Locality_99,Villa,3,896,310.01,0.35,2000,Furnished,26,11,25,10,6,High,Yes,Yes,"Pool, Gym, Playground",East,Broker,Ready_to_Move,1.0,1.0,1,1,0
127853,Karnataka,Bangalore,Locality_63,Apartment,3,2465,304.6,0.12,2011,Unfurnished,3,13,14,3,10,Low,No,No,Clubhouse,West,Owner,Under_Construction,0.0,0.0,0,0,1
127870,Karnataka,Bangalore,Locality_187,Villa,5,4965,175.98,0.04,2017,Furnished,23,20,8,6,3,High,No,Yes,Garden,North,Owner,Under_Construction,1.0,1.0,0,1,1
127880,Karnataka,Bangalore,Locality_152,Independent House,2,504,29.98,0.06,1997,Furnished,29,14,28,8,2,Low,No,No,"Pool, Playground, Gym, Clubhouse",North,Builder,Ready_to_Move,1.0,0.0,0,0,0
127901,Karnataka,Bangalore,Locality_319,Independent House,5,1394,476.43,0.34,2012,Furnished,12,26,13,7,3,Medium,No,Yes,"Playground, Clubhouse, Gym, Pool, Garden",North,Broker,Ready_to_Move,1.0,0.5,0,1,0
128005,Karnataka,Bangalore,Locality_155,Independent House,1,1534,187.65,0.12,2020,Unfurnished,29,8,5,3,6,High,No,Yes,"Playground, Gym, Clubhouse, Pool, Garden",East,Broker,Under_Construction,0.0,1.0,0,1,1
128204,Karnataka,Bangalore,Locality_110,Apartment,1,2193,278.68,0.13,2015,Furnished,2,15,10,5,5,High,No,Yes,"Pool, Clubhouse, Garden, Gym",East,Owner,Ready_to_Move,1.0,1.0,0,1,0
128208,Karnataka,Bangalore,Locality_106,Apartment,3,3229,212.88,0.07,1999,Unfurnished,21,23,26,3,2,High,No,No,"Garden, Gym",South,Owner,Under_Construction,0.0,1.0,0,0,1
128349,Karnataka,Bangalore,Locality_313,Independent House,5,642,152.81,0.24,2023,Unfurnished,17,18,2,8,8,High,Yes,Yes,"Gym, Pool, Clubhouse",East,Builder,Under_Construction,0.0,1.0,1,1,1
128447,Karnataka,Bangalore,Locality_55,Villa,3,3581,294.99,0.08,1990,Unfurnished,10,26,35,1,8,Medium,Yes,Yes,Playground,North,Builder,Ready_to_Move,0.0,0.5,1,1,0
128461,Karnataka,Bangalore,Locality_85,Villa,2,553,469.09,0.85,2006,Furnished,3,1,19,10,7,Low,No,Yes,"Playground, Garden, Pool, Clubhouse, Gym",West,Owner,Ready_to_Move,1.0,0.0,0,1,0
128500,Karnataka,Bangalore,Locality_372,Apartment,3,808,492.62,0.61,2017,Unfurnished,21,13,8,9,10,Medium,Yes,No,"Pool, Clubhouse, Garden",North,Builder,Ready_to_Move,0.0,0.5,1,0,0
128557,Karnataka,Bangalore,Locality_316,Independent House,3,876,425.11,0.49,2012,Semi-furnished,15,13,13,3,4,High,Yes,No,"Garden, Playground, Gym",North,Owner,Under_Construction,0.5,1.0,1,0,1
128581,Karnataka,Bangalore,Locality_411,Independent House,1,4392,392.32,0.09,2000,Furnished,12,11,25,2,8,Medium,No,No,Playground,East,Builder,Under_Construction,1.0,0.5,0,0,1
128596,Karnataka,Bangalore,Locality_428,Apartment,2,3480,103.9,0.03,2003,Unfurnished,29,27,22,7,5,Low,No,Yes,"Playground, Garden",East,Owner,Ready_to_Move,0.0,0.0,0,1,0
128698,Karnataka,Bangalore,Locality_357,Independent House,3,2004,244.23,0.12,2007,Unfurnished,27,20,18,2,3,High,Yes,Yes,"Playground, Gym, Clubhouse, Pool",North,Broker,Ready_to_Move,0.0,1.0,1,1,0
128795,Karnataka,Bangalore,Locality_157,Villa,2,2560,158.61,0.06,1999,Semi-furnished,2,5,26,6,3,High,Yes,Yes,"Clubhouse, Garden, Playground, Gym",North,Broker,Ready_to_Move,0.5,1.0,1,1,0
128871,Karnataka,Bangalore,Locality_378,Apartment,1,2315,474.76,0.21,2016,Unfurnished,5,25,9,9,8,Low,Yes,No,Pool,South,Broker,Under_Construction,0.0,0.0,1,0,1
129102,Karnataka,Bangalore,Locality_194,Independent House,1,3216,367.02,0.11,2019,Unfurnished,17,30,6,3,7,Low,No,No,"Gym, Clubhouse, Pool",South,Builder,Ready_to_Move,0.0,0.0,0,0,0
129134,Karnataka,Bangalore,Locality_219,Villa,2,1898,498.4,0.26,2019,Semi-furnished,2,19,6,2,8,High,Yes,No,"Garden, Clubhouse",South,Builder,Under_Construction,0.5,1.0,1,0,1
129160,Karnataka,Bangalore,Locality_262,Villa,1,2698,306.64,0.11,2000,Unfurnished,0,26,25,6,10,Low,No,Yes,Pool,West,Builder,Ready_to_Move,0.0,0.0,0,1,0
129172,Karnataka,Bangalore,Locality_143,Apartment,1,1301,492.45,0.38,2016,Furnished,14,9,9,5,9,High,No,No,Gym,West,Builder,Ready_to_Move,1.0,1.0,0,0,0
129250,Karnataka,Bangalore,Locality_25,Independent House,2,1991,328.58,0.17,1990,Semi-furnished,4,20,35,9,10,Medium,Yes,No,"Pool, Clubhouse, Garden, Playground",West,Owner,Under_Construction,0.5,0.5,1,0,1
129283,Karnataka,Bangalore,Locality_239,Apartment,2,1019,422.06,0.41,2010,Unfurnished,22,1,15,8,8,High,Yes,No,"Playground, Pool, Gym, Garden, Clubhouse",North,Owner,Ready_to_Move,0.0,1.0,1,0,0
129326,Karnataka,Bangalore,Locality_212,Independent House,4,3469,467.79,0.13,2023,Unfurnished,16,4,2,1,3,High,No,No,"Playground, Pool",North,Owner,Under_Construction,0.0,1.0,0,0,1
129464,Karnataka,Bangalore,Locality_391,Villa,2,2337,33.18,0.01,2015,Semi-furnished,6,23,10,8,10,High,No,Yes,"Playground, Clubhouse",South,Builder,Under_Construction,0.5,1.0,0,1,1
129528,Karnataka,Bangalore,Locality_153,Apartment,3,2835,247.13,0.09,2022,Semi-furnished,9,15,3,5,8,High,No,Yes,"Pool, Garden, Gym",North,Owner,Ready_to_Move,0.5,1.0,0,1,0
129638,Karnataka,Bangalore,Locality_312,Villa,1,1441,71.0,0.05,1993,Unfurnished,10,16,32,6,9,High,Yes,Yes,"Pool, Playground, Gym",East,Owner,Ready_to_Move,0.0,1.0,1,1,0
129720,Karnataka,Bangalore,Locality_306,Apartment,3,1644,149.72,0.09,2015,Furnished,17,8,10,6,10,Low,No,No,"Pool, Gym, Garden, Playground",West,Broker,Ready_to_Move,1.0,0.0,0,0,0
129759,Karnataka,Bangalore,Locality_356,Apartment,1,4363,155.44,0.04,1991,Semi-furnished,14,30,34,9,7,Medium,No,Yes,"Gym, Playground, Clubhouse, Pool",West,Owner,Ready_to_Move,0.5,0.5,0,1,0
129795,Karnataka,Bangalore,Locality_131,Independent House,5,778,477.58,0.61,2020,Semi-furnished,23,2,5,4,5,High,Yes,Yes,"Clubhouse, Pool, Gym, Garden",East,Owner,Ready_to_Move,0.5,1.0,1,1,0
129820,Karnataka,Bangalore,Locality_433,Apartment,5,2617,491.41,0.19,2005,Semi-furnished,12,22,20,5,8,Medium,Yes,Yes,"Pool, Clubhouse",West,Broker,Ready_to_Move,0.5,0.5,1,1,0
129821,Karnataka,Bangalore,Locality_486,Villa,4,1627,254.23,0.16,2011,Furnished,11,12,14,3,4,Medium,Yes,Yes,"Pool, Gym, Clubhouse, Playground, Garden",South,Broker,Ready_to_Move,1.0,0.5,1,1,0
129859,Karnataka,Bangalore,Locality_233,Independent House,1,1667,411.39,0.25,2009,Semi-furnished,8,13,16,7,8,Low,No,No,"Garden, Pool, Gym",South,Broker,Under_Construction,0.5,0.0,0,0,1
129866,Karnataka,Bangalore,Locality_17,Apartment,2,1282,445.61,0.35,1994,Furnished,4,23,31,4,2,Medium,Yes,No,"Garden, Gym, Pool, Playground, Clubhouse",South,Owner,Under_Construction,1.0,0.5,1,0,1
130015,Karnataka,Bangalore,Locality_7,Apartment,1,3545,94.91,0.03,2007,Unfurnished,17,29,18,8,7,High,No,Yes,"Garden, Gym, Pool",West,Owner,Ready_to_Move,0.0,1.0,0,1,0
130019,Karnataka,Bangalore,Locality_128,Villa,4,2810,424.72,0.15,1992,Furnished,11,4,33,1,10,Medium,Yes,Yes,"Garden, Pool, Gym",West,Builder,Under_Construction,1.0,0.5,1,1,1
130168,Karnataka,Bangalore,Locality_284,Villa,4,4502,306.26,0.07,1991,Semi-furnished,3,10,34,4,5,Low,No,Yes,"Gym, Clubhouse, Garden, Pool, Playground",East,Broker,Under_Construction,0.5,0.0,0,1,1
130228,Karnataka,Bangalore,Locality_230,Villa,5,3406,436.98,0.13,2011,Semi-furnished,1,27,14,7,9,Medium,Yes,No,"Garden, Pool, Playground",South,Owner,Under_Construction,0.5,0.5,1,0,1
130248,Karnataka,Bangalore,Locality_104,Apartment,3,3408,83.29,0.02,2013,Furnished,27,7,12,6,7,Medium,No,Yes,"Garden, Gym",South,Owner,Ready_to_Move,1.0,0.5,0,1,0
130261,Karnataka,Bangalore,Locality_337,Apartment,1,3362,209.03,0.06,2010,Furnished,15,15,15,2,6,Medium,Yes,No,"Gym, Garden, Clubhouse, Pool, Playground",West,Owner,Ready_to_Move,1.0,0.5,1,0,0
130360,Karnataka,Bangalore,Locality_68,Villa,3,3325,139.07,0.04,1990,Furnished,30,28,35,2,4,Low,No,Yes,"Gym, Garden, Pool",East,Broker,Ready_to_Move,1.0,0.0,0,1,0
130465,Karnataka,Bangalore,Locality_232,Villa,3,3666,380.49,0.1,1994,Semi-furnished,17,19,31,5,3,Low,Yes,Yes,Clubhouse,West,Broker,Under_Construction,0.5,0.0,1,1,1
130582,Karnataka,Bangalore,Locality_414,Apartment,1,4482,236.15,0.05,2013,Furnished,22,27,12,2,1,Medium,Yes,Yes,Garden,West,Builder,Ready_to_Move,1.0,0.5,1,1,0
130604,Karnataka,Bangalore,Locality_34,Villa,2,2577,104.92,0.04,2011,Unfurnished,23,21,14,3,8,Low,No,No,"Playground, Pool, Gym",South,Broker,Under_Construction,0.0,0.0,0,0,1
130658,Karnataka,Bangalore,Locality_339,Independent House,5,3069,183.54,0.06,2013,Semi-furnished,15,19,12,10,5,Medium,No,Yes,"Garden, Gym, Pool, Clubhouse, Playground",East,Builder,Ready_to_Move,0.5,0.5,0,1,0
130659,Karnataka,Bangalore,Locality_24,Independent House,1,1136,418.38,0.37,2023,Furnished,23,13,2,1,8,Low,Yes,Yes,Pool,North,Builder,Under_Construction,1.0,0.0,1,1,1
130708,Karnataka,Bangalore,Locality_17,Villa,3,4308,155.85,0.04,2008,Semi-furnished,13,5,17,5,9,Low,No,No,"Gym, Clubhouse, Garden, Pool",West,Broker,Under_Construction,0.5,0.0,0,0,1
130745,Karnataka,Bangalore,Locality_210,Villa,3,4079,351.61,0.09,2005,Furnished,10,22,20,6,10,Low,Yes,No,"Clubhouse, Playground",West,Broker,Under_Construction,1.0,0.0,1,0,1
130811,Karnataka,Bangalore,Locality_391,Villa,2,1002,358.92,0.36,2004,Semi-furnished,13,13,21,7,7,Low,Yes,Yes,"Clubhouse, Garden",North,Builder,Ready_to_Move,0.5,0.0,1,1,0
130830,Karnataka,Bangalore,Locality_69,Apartment,1,2565,461.77,0.18,2000,Unfurnished,18,2,25,4,4,Low,No,No,Garden,East,Owner,Ready_to_Move,0.0,0.0,0,0,0
130874,Karnataka,Bangalore,Locality_218,Apartment,3,3736,453.01,0.12,2009,Semi-furnished,6,12,16,9,2,Medium,Yes,Yes,"Garden, Pool, Playground, Gym",South,Broker,Under_Construction,0.5,0.5,1,1,1
130914,Karnataka,Bangalore,Locality_330,Independent House,2,1673,453.62,0.27,2012,Furnished,14,11,13,8,2,Low,No,No,"Garden, Gym",North,Builder,Under_Construction,1.0,0.0,0,0,1
130916,Karnataka,Bangalore,Locality_422,Apartment,3,2182,84.25,0.04,2002,Unfurnished,0,2,23,6,2,Low,Yes,Yes,"Playground, Garden, Gym, Pool",East,Builder,Ready_to_Move,0.0,0.0,1,1,0
130925,Karnataka,Bangalore,Locality_190,Apartment,4,632,100.55,0.16,2004,Furnished,5,11,21,2,4,Medium,No,No,"Pool, Garden",East,Owner,Ready_to_Move,1.0,0.5,0,0,0
